verb,noun,instruction
have,promotion,"A bakery has a special promotion where they offer a 15% discount on all purchases over $100. if a customer buys two items that cost $120 and $85 each, how much will she pay in total if the original price of one item is $x and the other is $y?"
make,batch,"A bakery is making a special batch of cookies for a holiday sale. they have 12 rows of cookies on their shelves, and each row can hold 20 cookies. how many cookies does the bakery have in total?"
make,drink,"At a certain coffee shop, the barista makes drinks in batches of 12 ounces, 8 ounces, or 16 ounces. how many different ways can the barista make a drink with 48 ounces using these batch sizes?"
plan,trip,"A school is planning a field trip to a local museum and has booked buses from three different companies: abc, def, and ghi. each bus company charges $200 per student for a one-way ticket on weekdays and $250 per student for a round-trip ticket on weekends. if the total number of students on the trip is 420, what is the total cost of the round-trip tickets if they choose to take weekend trips?"
sell,bag,A bakery sells large bags of flour that contain 480 ounces of flour. they package these bags in boxes of 12 pounds each. how many boxes can be filled with flour if they only have smaller bags that hold 5 pounds each?
sell,type,"A bakery sells two types of muffin tops, small and large, in packs of 6 and 12, respectively. if a customer buys x packs of small muffin tops and y packs of large muffin tops, and she spends $6x + 12y = 48$, how many total muffin tops does she buy?"
save,money,"Tom has been saving money for a new bike and has $240 in his savings account. he plans to add $15 each week from now until the end of the month. if he already had some money in the bank before starting to save, how much did he have initially?"
have,shelf,"A bookshelf has five shelves, and each shelf can hold 8 books. the first four shelves are filled with books, but the fifth shelf is empty. how many more books can be placed on the fifth shelf if the total number of books is 40?"
sell,muffin,"A bakery sells 25% more muffins than a similar bakery across town, and together they sell 7200 muffins in total per day. if the larger bakery has twice as many employees as the smaller one, how many employees does each bakery have?"
have,shelf,"A library has exactly $3$ shelves, and each shelf can hold exactly $15$ books. if the library is currently empty, how many books must be placed on each shelf so that the total number of books will be a multiple of 9?"
invest,\dfrac{4}{5}$,"Tom invests $\dfrac{4}{5}$ of his savings in stocks, $\dfrac{1}{5}$ in bonds, and $\dfrac{1}{10}$ in money market funds. his investments earn an average annual return of 8%. how much will he have after 5 years if he started with $2000?"
take,time,"In a certain town, it takes 20% less time to drive from the city center to the seaside than to drive from the city center to the mountains. if the distance to the city center is 60 miles, how long does it take to drive to the seaside and to the mountains?"
have,length,"In an equilateral triangle, the altitude has a length of 9 units. what is the side length of the triangle?"
sell,pencil,"A school store sells pencils for $0.50 each, and erasers for $0.25 each. if a student buys 15 pencils and 12 erasers, how much will she pay in total?"
make,cookie,"In a bakery, a batch of cookie dough makes 24 cookies. if a batch is baked for 3 hours and 42 minutes, what is the rate at which the batch produces cookies per minute?"
have,child,"A family has 4 children and their ages form an arithmetic sequence with a common difference of 2 years. if the mean age is 10 years, find the sum of the first and last child's age in terms of y."
sell,box,"At a charity event, two teams sold identical boxes that contained either one or two pens for $1 each. team a sold x boxes with one pen, and team b sold y boxes with two pens. if team a made $15 more than team b, how much money did team b make in total?"
give,%,"At a charity event, olivia gave away 20% of her savings in small bills and coins to those in need. she still had $25 left after setting aside 3 quarters from her collection of mostly dimes and nickels. how many dollars did she initially have saved?"
sell,box,"A bakery sells boxes of cookies that contain 8 rows of cookies with 6 cookies per row, making a total of 48 cookies. if they make an extra batch of cookies and add it to the existing stock, how many more cookies will they have if the new batch has 15% more cookies than the original batch?"
share,money,"Five friends - alex, ben, charlie, david and emily - will share some money equally. if they have $7^5 = 16807$ dollars in total to share, how much will each person get?"
sell,total,A bakery sells a total of 250 loaves of bread per day. they make $\$3$for each whole wheat loaf and$\$2$ for each white loaf. how much money does the bakery make in a day if they sell an equal number of whole wheat and white bread?
make,garden,"Maria is making a rectangular garden by planting flowers in rows of equal length along a straight path. if she has 18 meters of fencing to use and the width of each flower bed is one-third the length, what is the total area of the garden?"
sell,loaf,"A bakery sells 250 loaves of bread per day. if they make their profit from selling whole wheat bread at $3.50 per loaf and white bread at $2.00 per loaf, how much money does the bakery make in a week if they sell all the bread they bake that day?"
plan,event,"A school is planning a field day event that will feature a bake sale, a soccer game, and other activities. the total number of items sold at each activity can be modeled by the function f(x), where x is the number of days leading up to the event. the number of baked goods sold increases by 10% every day, and the number of items sold during the soccer game is equal to 50x + 100. if the total revenue from all activities on the first day is $2400, what is the value of f(0)?"
have,type,"Tom's pizza parlor has two types of pizza: large and small. the cost of a large pizza is $18 plus an additional $2 per person, and the cost of a small pizza is $12 plus an additional $3 per person. if a group of people order both large and small pizzas for their party, how many more dollars does it cost if they order 5 more large pizzas than small pizzas?"
hold,gallon,"A water tank can hold 1200 gallons of water. after 5 hours, 300 gallons of water have leaked out due to a small hole in the bottom. how many more hours will it take to fill the tank if the rate at which water leaks out is 20 gallons per hour?"
